1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.992 0.839 0.835 0.835 0.827 0.839 0.827 0.851 0.769 0.820 0.722 0.792 0.761 0.792 0.761 0.796 0.816 0.749 0.804 0.839 0.835 0.863 0.859 0.851 0.843 0.855 0.847 0.835 0.835 0.831 0.831 0.761 0.792 0.655 0.757 0.835 0.827 0.816 0.816 0.843 0.816 0.835 0.792 0.804 0.824 0.812 0.812 0.855 0.788 0.796 0.804 0.788 0.792 0.455 0.792 0.784 0.788 0.761 0.761 0.725 0.702 0.718 0.749 0.698 0.741 0.776 0.749 0.761 0.820 0.847 0.839 0.729 0.682 0.737 0.831 0.737 0.796 0.596 0.804 0.682 0.690 0.702 0.714 0.694 0.686 0.686 0.725 0.992 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.855 0.835 0.839 0.831 0.835 0.827 0.773 0.863 0.851 0.729 0.792 0.804 0.808 0.776 0.812 0.784 0.784 0.808 0.796 0.835 0.859 0.851 0.867 0.831 0.847 0.847 0.835 0.824 0.827 0.808 0.796 0.808 0.667 0.808 0.808 0.835 0.820 0.827 0.788 0.749 0.831 0.761 0.741 0.706 0.784 0.804 0.835 0.780 0.780 0.812 0.800 0.808 0.745 0.725 0.804 0.776 0.745 0.780 0.722 0.698 0.694 0.733 0.710 0.737 0.745 0.757 0.757 0.800 0.843 0.827 0.733 0.678 0.765 0.800 0.729 0.824 0.698 0.784 0.710 0.714 0.702 0.698 0.686 0.706 0.737 0.804 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.847 0.831 0.835 0.839 0.820 0.796 0.847 0.875 0.773 0.808 0.808 0.776 0.808 0.827 0.745 0.800 0.784 0.820 0.851 0.859 0.847 0.851 0.839 0.839 0.835 0.831 0.835 0.824 0.827 0.839 0.796 0.753 0.827 0.820 0.831 0.831 0.831 0.808 0.808 0.804 0.816 0.812 0.808 0.796 0.824 0.761 0.757 0.773 0.800 0.804 0.808 0.792 0.682 0.800 0.769 0.745 0.773 0.698 0.694 0.702 0.753 0.702 0.725 0.749 0.737 0.733 0.792 0.816 0.824 0.741 0.694 0.792 0.788 0.725 0.835 0.729 0.741 0.714 0.737 0.725 0.741 0.733 0.737 0.753 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.992 0.843 0.831 0.824 0.824 0.843 0.875 0.796 0.804 0.773 0.816 0.792 0.788 0.808 0.784 0.816 0.831 0.808 0.851 0.847 0.847 0.843 0.847 0.843 0.847 0.855 0.827 0.835 0.820 0.788 0.616 0.792 0.824 0.816 0.812 0.820 0.827 0.824 0.835 0.820 0.816 0.820 0.831 0.824 0.800 0.796 0.800 0.784 0.769 0.706 0.796 0.792 0.592 0.737 0.765 0.710 0.780 0.753 0.710 0.725 0.737 0.710 0.729 0.753 0.749 0.784 0.780 0.808 0.831 0.784 0.737 0.761 0.761 0.722 0.812 0.769 0.616 0.710 0.722 0.741 0.710 0.722 0.761 0.988 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.890 0.831 0.824 0.847 0.843 0.804 0.796 0.796 0.788 0.769 0.800 0.788 0.792 0.796 0.839 0.792 0.839 0.843 0.847 0.847 0.831 0.843 0.835 0.827 0.812 0.843 0.835 0.733 0.682 0.820 0.827 0.824 0.831 0.824 0.835 0.820 0.812 0.804 0.792 0.804 0.808 0.824 0.816 0.776 0.773 0.796 0.804 0.780 0.749 0.773 0.522 0.722 0.776 0.714 0.749 0.729 0.698 0.733 0.745 0.725 0.733 0.753 0.725 0.780 0.757 0.776 0.788 0.816 0.729 0.780 0.773 0.690 0.788 0.796 0.718 0.710 0.733 0.741 0.745 0.761 0.839 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.988 0.882 0.878 0.867 0.820 0.827 0.808 0.831 0.808 0.792 0.800 0.800 0.792 0.827 0.773 0.835 0.808 0.843 0.824 0.831 0.808 0.831 0.851 0.812 0.796 0.749 0.796 0.796 0.816 0.831 0.580 0.631 0.635 0.627 0.608 0.580 0.600 0.643 0.667 0.678 0.667 0.592 0.518 0.784 0.765 0.788 0.788 0.780 0.808 0.769 0.686 0.725 0.710 0.776 0.729 0.722 0.741 0.722 0.725 0.722 0.749 0.733 0.773 0.784 0.753 0.800 0.796 0.808 0.788 0.757 0.749 0.780 0.812 0.741 0.714 0.753 0.745 0.773 0.827 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.965 0.875 0.855 0.851 0.843 0.827 0.827 0.839 0.784 0.780 0.792 0.827 0.808 0.804 0.847 0.792 0.839 0.816 0.835 0.835 0.855 0.749 0.784 0.773 0.769 0.600 0.463 0.643 0.643 0.686 0.667 0.651 0.616 0.576 0.580 0.600 0.612 0.675 0.682 0.655 0.604 0.525 0.467 0.522 0.608 0.769 0.761 0.765 0.796 0.600 0.733 0.733 0.761 0.745 0.733 0.729 0.702 0.718 0.729 0.765 0.722 0.757 0.773 0.788 0.761 0.773 0.792 0.784 0.765 0.761 0.784 0.769 0.788 0.725 0.769 0.773 0.843 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.996 0.894 0.867 0.863 0.843 0.831 0.824 0.804 0.796 0.796 0.796 0.804 0.820 0.773 0.831 0.820 0.835 0.839 0.820 0.804 0.796 0.792 0.737 0.592 0.639 0.663 0.682 0.647 0.635 0.620 0.604 0.576 0.557 0.588 0.580 0.631 0.655 0.643 0.588 0.533 0.475 0.467 0.502 0.549 0.769 0.784 0.788 0.376 0.725 0.757 0.757 0.741 0.776 0.741 0.745 0.753 0.733 0.733 0.745 0.765 0.757 0.788 0.765 0.780 0.780 0.761 0.773 0.773 0.796 0.800 0.784 0.737 0.796 0.992 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.996 0.882 0.859 0.831 0.784 0.831 0.788 0.780 0.835 0.816 0.780 0.847 0.816 0.824 0.733 0.816 0.800 0.820 0.620 0.612 0.596 0.675 0.639 0.627 0.643 0.612 0.616 0.573 0.608 0.561 0.580 0.569 0.584 0.627 0.624 0.576 0.522 0.435 0.439 0.482 0.541 0.549 0.702 0.729 0.702 0.702 0.749 0.796 0.773 0.792 0.737 0.757 0.812 0.729 0.753 0.722 0.769 0.757 0.780 0.776 0.769 0.765 0.788 0.804 0.784 0.804 0.812 0.808 0.816 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.996 0.898 0.839 0.812 0.851 0.824 0.808 0.812 0.804 0.835 0.827 0.784 0.835 0.827 0.831 0.490 0.643 0.467 0.631 0.631 0.678 0.651 0.624 0.627 0.616 0.588 0.596 0.580 0.588 0.584 0.573 0.600 0.588 0.533 0.475 0.455 0.424 0.455 0.490 0.522 0.486 0.443 0.655 0.686 0.761 0.722 0.831 0.773 0.737 0.776 0.753 0.729 0.753 0.722 0.765 0.745 0.753 0.784 0.773 0.788 0.800 0.808 0.831 0.839 0.910 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.992 0.890 0.855 0.792 0.780 0.824 0.812 0.835 0.796 0.847 0.827 0.835 0.773 0.573 0.600 0.631 0.651 0.627 0.639 0.620 0.612 0.620 0.616 0.612 0.584 0.569 0.553 0.549 0.553 0.557 0.545 0.553 0.494 0.451 0.443 0.412 0.443 0.482 0.463 0.447 0.427 0.651 0.749 0.792 0.729 0.827 0.761 0.725 0.706 0.765 0.702 0.741 0.796 0.773 0.773 0.776 0.824 0.820 0.824 0.925 1.000 0.996 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.898 0.859 0.812 0.808 0.839 0.784 0.827 0.843 0.827 0.537 0.600 0.498 0.616 0.624 0.631 0.647 0.647 0.635 0.620 0.608 0.604 0.580 0.584 0.561 0.529 0.498 0.502 0.490 0.502 0.494 0.451 0.420 0.408 0.439 0.459 0.471 0.447 0.400 0.455 0.761 0.718 0.776 0.659 0.741 0.847 0.737 0.835 0.725 0.816 0.776 0.820 0.812 0.831 0.835 0.996 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.996 0.875 0.820 0.820 0.839 0.820 0.839 0.388 0.608 0.600 0.553 0.635 0.651 0.655 0.635 0.655 0.631 0.627 0.635 0.631 0.616 0.600 0.576 0.522 0.506 0.459 0.455 0.482 0.502 0.475 0.408 0.424 0.420 0.447 0.443 0.412 0.459 0.322 0.412 0.761 0.737 0.776 0.745 0.773 0.737 0.784 0.761 0.812 0.831 0.831 0.859 0.996 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.878 0.820 0.839 0.843 0.573 0.592 0.553 0.588 0.635 0.651 0.624 0.631 0.659 0.631 0.620 0.643 0.624 0.608 0.596 0.561 0.502 0.478 0.467 0.443 0.451 0.471 0.486 0.451 0.412 0.431 0.435 0.435 0.416 0.510 0.376 0.584 0.725 0.761 0.769 0.722 0.831 0.808 0.816 0.835 0.863 0.890 0.996 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.996 0.855 0.839 0.553 0.565 0.498 0.588 0.647 0.639 0.655 0.647 0.655 0.635 0.647 0.639 0.635 0.600 0.576 0.533 0.506 0.447 0.431 0.416 0.424 0.427 0.459 0.463 0.439 0.424 0.412 0.396 0.424 0.529 0.404 0.584 0.592 0.733 0.733 0.808 0.820 0.871 0.871 0.906 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.953 0.659 0.584 0.533 0.604 0.655 0.643 0.651 0.647 0.635 0.643 0.651 0.631 0.635 0.612 0.541 0.486 0.447 0.427 0.420 0.412 0.408 0.396 0.435 0.447 0.451 0.435 0.416 0.400 0.424 0.525 0.561 0.667 0.675 0.776 0.843 0.847 0.882 0.996 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.996 0.980 0.388 0.624 0.643 0.639 0.635 0.635 0.631 0.624 0.635 0.584 0.592 0.561 0.561 0.475 0.384 0.369 0.400 0.361 0.376 0.400 0.404 0.404 0.420 0.424 0.416 0.412 0.416 0.522 0.600 0.706 0.761 0.651 0.898 0.976 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.988 0.631 0.643 0.643 0.643 0.655 0.647 0.639 0.631 0.600 0.588 0.576 0.557 0.525 0.427 0.337 0.322 0.345 0.380 0.357 0.380 0.404 0.408 0.400 0.396 0.404 0.416 0.576 0.667 0.827 0.867 0.867 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.643 0.639 0.651 0.651 0.604 0.655 0.627 0.557 0.580 0.584 0.553 0.502 0.522 0.373 0.376 0.318 0.302 0.341 0.349 0.333 0.396 0.388 0.388 0.400 0.412 0.435 0.604 0.784 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.996 1.000 1.000 1.000 1.000 1.000 1.000 0.996 0.643 0.643 0.627 0.631 0.624 0.631 0.588 0.510 0.580 0.553 0.514 0.431 0.459 0.396 0.388 0.333 0.310 0.282 0.325 0.322 0.349 0.384 0.384 0.396 0.388 0.424 0.643 0.855 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.992 0.624 0.639 0.651 0.643 0.631 0.592 0.561 0.557 0.467 0.400 0.376 0.408 0.404 0.325 0.314 0.298 0.298 0.282 0.325 0.333 0.329 0.345 0.373 0.388 0.384 0.439 0.702 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.878 0.631 0.627 0.620 0.631 0.600 0.541 0.506 0.388 0.459 0.420 0.376 0.333 0.306 0.306 0.243 0.259 0.255 0.267 0.271 0.243 0.290 0.314 0.357 0.373 0.392 0.451 0.765 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.749 0.616 0.647 0.592 0.569 0.471 0.416 0.400 0.329 0.369 0.231 0.251 0.180 0.235 0.204 0.188 0.224 0.255 0.227 0.243 0.263 0.322 0.310 0.314 0.369 0.392 0.475 0.780 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.690 0.624 0.584 0.506 0.541 0.490 0.239 0.145 0.141 0.149 0.165 0.141 0.153 0.137 0.122 0.125 0.180 0.220 0.216 0.263 0.271 0.310 0.306 0.322 0.353 0.400 0.482 0.816 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.651 0.608 0.510 0.561 0.302 0.180 0.208 0.137 0.125 0.153 0.129 0.137 0.106 0.110 0.122 0.122 0.125 0.118 0.263 0.227 0.259 0.278 0.286 0.329 0.349 0.400 0.553 0.965 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000
